"15",33,230,6.9696,1,33,230,6.9696,1,33,230,6.9696,1,33,230,6.9696,1,33,230,6.9696,1,33,230,6.9696,1,33,230,6.9696,1,33,230,6.9696,1,33,230,6.9696,1,33,230,6.9696,1
"16",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"17",60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0
"18",125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1
"19",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"20",30,585,19.5,1,30,585,19.5,1,30,585,19.5,1,30,585,19.5,1,30,585,19.5,1,30,585,19.5,1,30,585,19.5,1,30,585,19.5,1,30,585,19.5,1,30,585,19.5,1
"21",90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1
"22",90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1
"23",90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1
"24",90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1
"25",35,99,2.8285,1,35,99,2.8285,1,35,99,2.8285,1,35,99,2.8285,1,35,99,2.8285,1,35,99,2.8285,1,35,99,2.8285,1,35,99,2.8285,1,35,99,2.8285,1,35,99,2.8285,1
"26",90,52,0.5777,1,90,52,0.5777,1,90,52,0.5777,1,90,52,0.5777,1,90,52,0.5777,1,90,52,0.5777,1,90,52,0.5777,1,90,52,0.5777,1,90,52,0.5777,1,90,52,0.5777,1
"27",90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1,90,60,0.6666,1
"28",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"29",60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0
"30",60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0
"31",60,88,1.4666,0,60,88,1.4666,0,60,88,1.4666,0,60,88,1.4666,0,60,88,1.4666,0,60,88,1.4666,0,60,88,1.4666,0,60,88,1.4666,0,60,88,1.4666,0,60,88,1.4666,0
"32",60,120,2,0,60,120,2,0,60,120,2,0,60,120,2,0,60,120,2,0,60,120,2,0,60,120,2,0,60,120,2,0,60,120,2,0,60,120,2,0
"33",35,125,3.5714,0,35,125,3.5714,0,35,125,3.5714,0,35,125,3.5714,0,35,125,3.5714,0,35,125,3.5714,0,35,125,3.5714,0,35,125,3.5714,0,35,125,3.5714,0,35,125,3.5714,0
"34",60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0
"35",60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0
"36",60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0
"37",72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1
"38",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"39",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"40",50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0
"41",50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0
"42",50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0
"43",50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0,50,107,2.14,0
"44",60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0
"45",125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1
"46",60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0
"47",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"48",60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0
"49",125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1
"50",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"51",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"52",60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1
"53",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"54",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"55",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"56",125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1
"57",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"58",120,125,1.0416,1,120,125,1.0416,1,120,125,1.0416,1,120,125,1.0416,1,120,125,1.0416,1,120,125,1.0416,1,120,125,1.0416,1,120,125,1.0416,1,120,125,1.0416,1,120,125,1.0416,1
"59",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"60",60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1
"61",60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1
"62",60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0
"63",300,450,1.5,0,300,450,1.5,0,300,450,1.5,0,300,450,1.5,0,300,450,1.5,0,300,450,1.5,0,300,450,1.5,0,300,450,1.5,0,300,450,1.5,0,300,450,1.5,0
"64",262,225,0.8587,0,262,225,0.8587,0,262,225,0.8587,0,262,225,0.8587,0,262,225,0.8587,0,262,225,0.8587,0,262,225,0.8587,0,262,225,0.8587,0,262,225,0.8587,0,262,225,0.8587,0
"65",132,200,1.5151,0,132,200,1.5151,0,132,200,1.5151,0,132,200,1.5151,0,132,200,1.5151,0,132,200,1.5151,0,132,200,1.5151,0,132,200,1.5151,0,132,200,1.5151,0,132,200,1.5151,0
"66",90,64,0.7111,0,90,64,0.7111,0,90,64,0.7111,0,90,64,0.7111,0,90,64,0.7111,0,90,64,0.7111,0,90,64,0.7111,0,90,64,0.7111,0,90,64,0.7111,0,90,64,0.7111,0
"67",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"68",2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1,2,2,1,1
"69",60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1,60,120,2,1
"70",65,125,1.923,0,65,125,1.923,0,65,125,1.923,0,65,125,1.923,0,65,125,1.923,0,65,125,1.923,0,65,125,1.923,0,65,125,1.923,0,65,125,1.923,0,65,125,1.923,0
"71",125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0
"72",125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0,125,125,1,0
"73",40,140,3.5,0,40,140,3.5,0,40,140,3.5,0,40,140,3.5,0,40,140,3.5,0,40,140,3.5,0,40,140,3.5,0,40,140,3.5,0,40,140,3.5,0,40,140,3.5,0
"74",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"75",60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0
"76",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"77",60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1
"78",44,127,2.8863,1,44,127,2.8863,1,44,127,2.8863,1,44,127,2.8863,1,44,127,2.8863,1,44,127,2.8863,1,44,127,2.8863,1,44,127,2.8863,1,44,127,2.8863,1,44,127,2.8863,1
"79",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"80",80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1
"81",80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1
"82",80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1
"83",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"84",80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1
"85",80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1
"86",80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1,80,80,1,1
"87",125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1,125,125,1,1
"88",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"89",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"90",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"91",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"92",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"93",60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1
"94",60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1
"95",60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0,60,234,3.9,0
"96",60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1,60,234,3.9,1
"97",64,231,3.6093,1,64,231,3.6093,1,64,231,3.6093,1,64,231,3.6093,1,64,231,3.6093,1,64,231,3.6093,1,64,231,3.6093,1,64,231,3.6093,1,64,231,3.6093,1,64,231,3.6093,1
"98",31,88,2.8387,1,31,88,2.8387,1,31,88,2.8387,1,31,88,2.8387,1,31,88,2.8387,1,31,88,2.8387,1,31,88,2.8387,1,31,88,2.8387,1,31,88,2.8387,1,31,88,2.8387,1
"99",100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1
"100",74,54,0.7297,1,74,54,0.7297,1,74,54,0.7297,1,74,54,0.7297,1,74,54,0.7297,1,74,54,0.7297,1,74,54,0.7297,1,74,54,0.7297,1,74,54,0.7297,1,74,54,0.7297,1
"101",31,96,3.0967,0,31,96,3.0967,0,31,96,3.0967,0,31,96,3.0967,0,31,96,3.0967,0,31,96,3.0967,0,31,96,3.0967,0,31,96,3.0967,0,31,96,3.0967,0,31,96,3.0967,0
"102",100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1,100,100,1,1
"103",93,147,1.5806,1,93,147,1.5806,1,93,147,1.5806,1,93,147,1.5806,1,93,147,1.5806,1,93,147,1.5806,1,93,147,1.5806,1,93,147,1.5806,1,93,147,1.5806,1,93,147,1.5806,1
"104",60,95,1.5833,1,60,95,1.5833,1,60,95,1.5833,1,60,95,1.5833,1,60,95,1.5833,1,60,95,1.5833,1,60,95,1.5833,1,60,95,1.5833,1,60,95,1.5833,1,60,95,1.5833,1
"105",21,188,8.9523,0,21,188,8.9523,0,21,188,8.9523,0,21,188,8.9523,0,21,188,8.9523,0,21,188,8.9523,0,21,188,8.9523,0,21,188,8.9523,0,21,188,8.9523,0,21,188,8.9523,0
"106",20,58,2.9,0,20,58,2.9,0,20,58,2.9,0,20,58,2.9,0,20,58,2.9,0,20,58,2.9,0,20,58,2.9,0,20,58,2.9,0,20,58,2.9,0,20,58,2.9,0
"107",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"108",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"109",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"110",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"111",55,460,8.3636,1,55,460,8.3636,1,55,460,8.3636,1,55,460,8.3636,1,55,460,8.3636,1,55,460,8.3636,1,55,460,8.3636,1,55,460,8.3636,1,55,460,8.3636,1,55,460,8.3636,1
"112",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"113",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"114",135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1
"115",135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1
"116",135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1
"117",135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1,135,126,0.9333,1
"118",72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1,72,392,5.4444,1
"119",20,175,8.75,1,20,175,8.75,1,20,175,8.75,1,20,175,8.75,1,20,175,8.75,1,20,175,8.75,1,20,175,8.75,1,20,175,8.75,1,20,175,8.75,1,20,175,8.75,1
"120",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"121",100,505,5.05,1,100,505,5.05,1,100,505,5.05,1,100,505,5.05,1,100,505,5.05,1,100,505,5.05,1,100,505,5.05,1,100,505,5.05,1,100,505,5.05,1,100,505,5.05,1
"122",30,159,5.3,0,30,159,5.3,0,30,159,5.3,0,30,159,5.3,0,30,159,5.3,0,30,159,5.3,0,30,159,5.3,0,30,159,5.3,0,30,159,5.3,0,30,159,5.3,0
"123",25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1
"124",21,183,8.7142,1,21,183,8.7142,1,21,183,8.7142,1,21,183,8.7142,1,21,183,8.7142,1,21,183,8.7142,1,21,183,8.7142,1,21,183,8.7142,1,21,183,8.7142,1,21,183,8.7142,1
"125",25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1,25,100,4,1
"126",70,70,1,1,70,70,1,1,70,70,1,1,70,70,1,1,70,70,1,1,70,70,1,1,70,70,1,1,70,70,1,1,70,70,1,1,70,70,1,1
"127",50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1
"128",50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1,50,400,8,1
"129",60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0,60,468,7.8,0
"130",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"131",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"132",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"133",26,468,18,1,26,468,18,1,26,468,18,0,26,468,18,1,26,468,18,1,26,468,18,1,26,468,18,1,26,468,18,1,26,468,18,0,26,468,18,1
"134",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"135",136,93,0.6838,1,136,93,0.6838,1,136,93,0.6838,1,136,93,0.6838,1,136,93,0.6838,1,136,93,0.6838,1,136,93,0.6838,1,136,93,0.6838,1,136,93,0.6838,1,136,93,0.6838,1
"136",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
"137",60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1,60,468,7.8,1
